Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q9HCS7|SYF1_HUMAN	Q9HCS7	SYF1_HUMAN	XAB2	855	Homo sapiens OX=9606	Pre-mRNA-splicing factor SYF1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	3C(57.0214)		
sp|Q9HCU5|PREB_HUMAN	Q9HCU5	PREB_HUMAN	PREB	417	Homo sapiens OX=9606	Prolactin regulatory element-binding protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	1C(57.0214)		
sp|Q9HD15|SRA1_HUMAN	Q9HD15	SRA1_HUMAN	SRA1	224	Homo sapiens OX=9606	Steroid receptor RNA activator 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q9HD20|AT131_HUMAN	Q9HD20	AT131_HUMAN	ATP13A1	1204	Homo sapiens OX=9606	Endoplasmic reticulum transmembrane helix translocase 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	5C(57.0214), 9C(57.0214)		
sp|Q9HD26|GOPC_HUMAN	Q9HD26	GOPC_HUMAN	GOPC	462	Homo sapiens OX=9606	Golgi-associated PDZ and coiled-coil motif-containing protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	12C(57.0214), 19C(57.0214), 6C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|Q9HD33|RM47_HUMAN	Q9HD33	RM47_HUMAN	MRPL47	250	Homo sapiens OX=9606	39S ribosomal protein L47, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9HD42|CHM1A_HUMAN	Q9HD42	CHM1A_HUMAN	CHMP1A	196	Homo sapiens OX=9606	Charged multivesicular body protein 1a 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	3	3	3	3	     0	     0	     0			
sp|Q9HD45|TM9S3_HUMAN	Q9HD45	TM9S3_HUMAN	TM9SF3	589	Homo sapiens OX=9606	Transmembrane 9 superfamily member 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	7C(57.0214)		
sp|Q9HDC9|APMAP_HUMAN	Q9HDC9	APMAP_HUMAN	APMAP	416	Homo sapiens OX=9606	Adipocyte plasma membrane-associated protein 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	19	19	19	     0	     0	     0	6C(57.0214), 8C(57.0214)		
sp|Q9NNW7|TRXR2_HUMAN	Q9NNW7	TRXR2_HUMAN	TXNRD2	524	Homo sapiens OX=9606	Thioredoxin reductase 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	10C(57.0214)		
sp|Q9NP50|SHCAF_HUMAN	Q9NP50	SHCAF_HUMAN	SINHCAF	221	Homo sapiens OX=9606	SIN3-HDAC complex-associated factor 	1:Experimental evidence at protein level	1.0000	0.9985	3	3	3	3	3	3	     0	     0	     0	5C(57.0214), 6C(57.0214), 8C(57.0214)		
sp|Q9NP61|ARFG3_HUMAN	Q9NP61	ARFG3_HUMAN	ARFGAP3	516	Homo sapiens OX=9606	ADP-ribosylation factor GTPase-activating protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9NP72|RAB18_HUMAN	Q9NP72	RAB18_HUMAN	RAB18	206	Homo sapiens OX=9606	Ras-related protein Rab-18 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	8	7	8	     0	     0	     0	2C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|Q9NP77|SSU72_HUMAN	Q9NP77	SSU72_HUMAN	SSU72	194	Homo sapiens OX=9606	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	5C(57.0214), 7C(57.0214)		
sp|Q9NP79|VTA1_HUMAN	Q9NP79	VTA1_HUMAN	VTA1	307	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein VTA1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0	15C(57.0214), 16C(57.0214)		
sp|Q9NP81|SYSM_HUMAN	Q9NP81	SYSM_HUMAN	SARS2	518	Homo sapiens OX=9606	Serine--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	15	15	15	     0	     0	     0	10C(57.0214), 3C(57.0214), 7C(57.0214)		
sp|Q9NP97|DLRB1_HUMAN	Q9NP97	DLRB1_HUMAN	DYNLRB1	96	Homo sapiens OX=9606	Dynein light chain roadblock-type 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	3	1	3	     0	     0	     0			
sp|Q9NPA8|ENY2_HUMAN	Q9NPA8	ENY2_HUMAN	ENY2	101	Homo sapiens OX=9606	Transcription and mRNA export factor ENY2 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	     0	     0	     0	4C(57.0214)		
sp|Q9NPD3|EXOS4_HUMAN	Q9NPD3	EXOS4_HUMAN	EXOSC4	245	Homo sapiens OX=9606	Exosome complex component RRP41 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	2C(57.0214), 5C(57.0214), N-term(42.0106)		
sp|Q9NPD8|UBE2T_HUMAN	Q9NPD8	UBE2T_HUMAN	UBE2T	197	Homo sapiens OX=9606	Ubiquitin-conjugating enzyme E2 T 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	2C(57.0214)		
sp|Q9NPE3|NOP10_HUMAN	Q9NPE3	NOP10_HUMAN	NOP10	64	Homo sapiens OX=9606	H/ACA ribonucleoprotein complex subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	10C(57.0214), 9C(57.0214)		
sp|Q9NPF4|OSGEP_HUMAN	Q9NPF4	OSGEP_HUMAN	OSGEP	335	Homo sapiens OX=9606	tRNA N6-adenosine threonylcarbamoyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9NPJ3|ACO13_HUMAN	Q9NPJ3	ACO13_HUMAN	ACOT13	140	Homo sapiens OX=9606	Acyl-coenzyme A thioesterase 13 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9NPQ8|RIC8A_HUMAN	Q9NPQ8	RIC8A_HUMAN	RIC8A	531	Homo sapiens OX=9606	Synembryn-A 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	6	6	5	6	     0	     0	     0			
sp|Q9NQ29|LUC7L_HUMAN	Q9NQ29	LUC7L_HUMAN	LUC7L	371	Homo sapiens OX=9606	Putative RNA-binding protein Luc7-like 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	6C(57.0214)		
sp|Q9NQ50|RM40_HUMAN	Q9NQ50	RM40_HUMAN	MRPL40	206	Homo sapiens OX=9606	39S ribosomal protein L40, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9NQ55|SSF1_HUMAN	Q9NQ55	SSF1_HUMAN	PPAN	473	Homo sapiens OX=9606	Suppressor of SWI4 1 homolog 	2:Experimental evidence at transcript level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|Q9NQ84|GPC5C_HUMAN	Q9NQ84	GPC5C_HUMAN	GPRC5C	441	Homo sapiens OX=9606	G-protein coupled receptor family C group 5 member C 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|Q9NQ88|TIGAR_HUMAN	Q9NQ88	TIGAR_HUMAN	TIGAR	270	Homo sapiens OX=9606	Fructose-2,6-bisphosphatase TIGAR 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	6	6	5	6	     0	     0	     0	6C(57.0214)		
sp|Q9NQ92|COPRS_HUMAN	Q9NQ92	COPRS_HUMAN	COPRS	184	Homo sapiens OX=9606	Coordinator of PRMT5 and differentiation stimulator 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q9NQA3|WASH6_HUMAN	Q9NQA3	WASH6_HUMAN	WASH6P	447	Homo sapiens OX=9606	WAS protein family homolog 6 	1:Experimental evidence at protein level	1.0000	0.9990	5	1	5	5	1	5	     0	     0	     0			
sp|Q9NQC3|RTN4_HUMAN	Q9NQC3	RTN4_HUMAN	RTN4	1192	Homo sapiens OX=9606	Reticulon-4 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	11	11	11	     0	     0	     0	11C(57.0214), 22M(15.9949), N-term(42.0106)		
sp|Q9NQE9|HINT3_HUMAN	Q9NQE9	HINT3_HUMAN	HINT3	182	Homo sapiens OX=9606	Adenosine 5'-monophosphoramidase HINT3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	6C(57.0214), 9C(57.0214)		
sp|Q9NQG5|RPR1B_HUMAN	Q9NQG5	RPR1B_HUMAN	RPRD1B	326	Homo sapiens OX=9606	Regulation of nuclear pre-mRNA domain-containing protein 1B 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	6C(57.0214), N-term(42.0106)		
sp|Q9NQP4|PFD4_HUMAN	Q9NQP4	PFD4_HUMAN	PFDN4	134	Homo sapiens OX=9606	Prefoldin subunit 4 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
sp|Q9NQR4|NIT2_HUMAN	Q9NQR4	NIT2_HUMAN	NIT2	276	Homo sapiens OX=9606	Omega-amidase NIT2 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	     0	     0	     0	16C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 9M(15.9949)		
sp|Q9NQS1|AVEN_HUMAN	Q9NQS1	AVEN_HUMAN	AVEN	362	Homo sapiens OX=9606	Cell death regulator Aven 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	13C(57.0214), 6C(57.0214), 8C(57.0214)		
sp|Q9NQS7|INCE_HUMAN	Q9NQS7	INCE_HUMAN	INCENP	918	Homo sapiens OX=9606	Inner centromere protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|Q9NQT4|EXOS5_HUMAN	Q9NQT4	EXOS5_HUMAN	EXOSC5	235	Homo sapiens OX=9606	Exosome complex component RRP46 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	     0	     0	     0			
sp|Q9NQT5|EXOS3_HUMAN	Q9NQT5	EXOS3_HUMAN	EXOSC3	275	Homo sapiens OX=9606	Exosome complex component RRP40 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q9NQW6|ANLN_HUMAN	Q9NQW6	ANLN_HUMAN	ANLN	1124	Homo sapiens OX=9606	Anillin 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0	13C(57.0214), 1C(57.0214), 6C(57.0214)		
sp|Q9NQW7|XPP1_HUMAN	Q9NQW7	XPP1_HUMAN	XPNPEP1	623	Homo sapiens OX=9606	Xaa-Pro aminopeptidase 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	8	8	8	     0	     0	     0	1C(57.0214), 2C(57.0214), 9C(57.0214)		
sp|Q9NQX3|GEPH_HUMAN	Q9NQX3	GEPH_HUMAN	GPHN	736	Homo sapiens OX=9606	Gephyrin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	6C(57.0214)		
sp|Q9NQX4|MYO5C_HUMAN	Q9NQX4	MYO5C_HUMAN	MYO5C	1742	Homo sapiens OX=9606	Unconventional myosin-Vc 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q9NR09|BIRC6_HUMAN	Q9NR09	BIRC6_HUMAN	BIRC6	4857	Homo sapiens OX=9606	Baculoviral IAP repeat-containing protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	11	11	11	     0	     0	     0			
sp|Q9NR12|PDLI7_HUMAN	Q9NR12	PDLI7_HUMAN	PDLIM7	457	Homo sapiens OX=9606	PDZ and LIM domain protein 7 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|Q9NR28|DBLOH_HUMAN	Q9NR28	DBLOH_HUMAN	DIABLO	239	Homo sapiens OX=9606	Diablo IAP-binding mitochondrial protein 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|Q9NR30|DDX21_HUMAN	Q9NR30	DDX21_HUMAN	DDX21	783	Homo sapiens OX=9606	Nucleolar RNA helicase 2 	1:Experimental evidence at protein level	1.0000	0.9990	30	28	30	39	36	39	     0	     0	     0	10M(15.9949), 5C(57.0214), 6C(57.0214)		
sp|Q9NR31|SAR1A_HUMAN	Q9NR31	SAR1A_HUMAN	SAR1A	198	Homo sapiens OX=9606	GTP-binding protein SAR1a 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	5	3	5	     0	     0	     0			
sp|Q9NR33|DPOE4_HUMAN	Q9NR33	DPOE4_HUMAN	POLE4	117	Homo sapiens OX=9606	DNA polymerase epsilon subunit 4 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	4C(57.0214), 5C(57.0214)		
sp|Q9NR45|SIAS_HUMAN	Q9NR45	SIAS_HUMAN	NANS	359	Homo sapiens OX=9606	Sialic acid synthase 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	5C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|Q9NR46|SHLB2_HUMAN	Q9NR46	SHLB2_HUMAN	SH3GLB2	395	Homo sapiens OX=9606	Endophilin-B2 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	6	6	5	6	     0	     0	     0	9C(57.0214)		
sp|Q9NR50|EI2BG_HUMAN	Q9NR50	EI2BG_HUMAN	EIF2B3	452	Homo sapiens OX=9606	Translation initiation factor eIF-2B subunit gamma 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0	6C(57.0214), 7C(57.0214)		
sp|Q9NR56|MBNL1_HUMAN	Q9NR56	MBNL1_HUMAN	MBNL1	388	Homo sapiens OX=9606	Muscleblind-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	5	4	5	     0	     0	     0	7C(57.0214), N-term(42.0106)		
sp|Q9NRF8|PYRG2_HUMAN	Q9NRF8	PYRG2_HUMAN	CTPS2	586	Homo sapiens OX=9606	CTP synthase 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	11C(57.0214), 2C(57.0214)		
sp|Q9NRF9|DPOE3_HUMAN	Q9NRF9	DPOE3_HUMAN	POLE3	147	Homo sapiens OX=9606	DNA polymerase epsilon subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	12C(57.0214), 18M(15.9949), N-term(42.0106)		
sp|Q9NRG9|AAAS_HUMAN	Q9NRG9	AAAS_HUMAN	AAAS	546	Homo sapiens OX=9606	Aladin 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0	9C(57.0214)		
sp|Q9NRK6|ABCBA_HUMAN	Q9NRK6	ABCBA_HUMAN	ABCB10	738	Homo sapiens OX=9606	ATP-binding cassette sub-family B member 10, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9NRL2|BAZ1A_HUMAN	Q9NRL2	BAZ1A_HUMAN	BAZ1A	1556	Homo sapiens OX=9606	Bromodomain adjacent to zinc finger domain protein 1A 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	3C(57.0214), 7C(57.0214)		
sp|Q9NRL3|STRN4_HUMAN	Q9NRL3	STRN4_HUMAN	STRN4	753	Homo sapiens OX=9606	Striatin-4 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	5	4	5	     0	     0	     0	2C(57.0214), 4C(57.0214)		
sp|Q9NRN7|ADPPT_HUMAN	Q9NRN7	ADPPT_HUMAN	AASDHPPT	309	Homo sapiens OX=9606	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	8	8	8	     0	     0	     0	5C(57.0214)		
sp|Q9NRR5|UBQL4_HUMAN	Q9NRR5	UBQL4_HUMAN	UBQLN4	601	Homo sapiens OX=9606	Ubiquilin-4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	11C(57.0214)		
sp|Q9NRX1|PNO1_HUMAN	Q9NRX1	PNO1_HUMAN	PNO1	252	Homo sapiens OX=9606	RNA-binding protein PNO1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	4C(57.0214)		
sp|Q9NRX2|RM17_HUMAN	Q9NRX2	RM17_HUMAN	MRPL17	175	Homo sapiens OX=9606	39S ribosomal protein L17, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	3	4	4	4	     0	     0	     0	3C(57.0214)		
sp|Q9NRY4|RHG35_HUMAN	Q9NRY4	RHG35_HUMAN	ARHGAP35	1499	Homo sapiens OX=9606	Rho GTPase-activating protein 35 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9NRZ9|HELLS_HUMAN	Q9NRZ9	HELLS_HUMAN	HELLS	838	Homo sapiens OX=9606	Lymphoid-specific helicase 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	12C(57.0214)		
sp|Q9NS69|TOM22_HUMAN	Q9NS69	TOM22_HUMAN	TOMM22	142	Homo sapiens OX=9606	Mitochondrial import receptor subunit TOM22 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	     0	     0	     0	7M(15.9949), N-term(42.0106)		
sp|Q9NS91|RAD18_HUMAN	Q9NS91	RAD18_HUMAN	RAD18	495	Homo sapiens OX=9606	E3 ubiquitin-protein ligase RAD18 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	     0	     0	     0			
sp|Q9NSD9|SYFB_HUMAN	Q9NSD9	SYFB_HUMAN	FARSB	589	Homo sapiens OX=9606	Phenylalanine--tRNA ligase beta subunit 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	14	14	14	     0	     0	     0	6C(57.0214)		
sp|Q9NSE4|SYIM_HUMAN	Q9NSE4	SYIM_HUMAN	IARS2	1012	Homo sapiens OX=9606	Isoleucine--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	18	18	18	23	23	23	     0	     0	     0	10C(57.0214), 12C(57.0214), 1C(57.0214), 5C(57.0214)		
sp|Q9NT62|ATG3_HUMAN	Q9NT62	ATG3_HUMAN	ATG3	314	Homo sapiens OX=9606	Ubiquitin-like-conjugating enzyme ATG3 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|Q9NTI5|PDS5B_HUMAN	Q9NTI5	PDS5B_HUMAN	PDS5B	1447	Homo sapiens OX=9606	Sister chromatid cohesion protein PDS5 homolog B 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|Q9NTJ3|SMC4_HUMAN	Q9NTJ3	SMC4_HUMAN	SMC4	1288	Homo sapiens OX=9606	Structural maintenance of chromosomes protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	17	21	21	21	     0	     0	     0			
sp|Q9NTJ5|SAC1_HUMAN	Q9NTJ5	SAC1_HUMAN	SACM1L	587	Homo sapiens OX=9606	Phosphatidylinositol-3-phosphatase SAC1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	10C(57.0214), 3C(57.0214), 6C(57.0214)		
sp|Q9NTK5|OLA1_HUMAN	Q9NTK5	OLA1_HUMAN	OLA1	396	Homo sapiens OX=9606	Obg-like ATPase 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	13	13	13	     0	     0	     0	8M(15.9949), 9C(57.0214)		
sp|Q9NTM9|CUTC_HUMAN	Q9NTM9	CUTC_HUMAN	CUTC	273	Homo sapiens OX=9606	Copper homeostasis protein cutC homolog 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	6C(57.0214)		
sp|Q9NTX5|ECHD1_HUMAN	Q9NTX5	ECHD1_HUMAN	ECHDC1	307	Homo sapiens OX=9606	Ethylmalonyl-CoA decarboxylase 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0			
sp|Q9NTZ6|RBM12_HUMAN	Q9NTZ6	RBM12_HUMAN	RBM12	932	Homo sapiens OX=9606	RNA-binding protein 12 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	12	12	     0	     0	     0	2C(57.0214)		
sp|Q9NU22|MDN1_HUMAN	Q9NU22	MDN1_HUMAN	MDN1	5596	Homo sapiens OX=9606	Midasin 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|Q9NUI1|DECR2_HUMAN	Q9NUI1	DECR2_HUMAN	DECR2	292	Homo sapiens OX=9606	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing] 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|Q9NUJ1|ABHDA_HUMAN	Q9NUJ1	ABHDA_HUMAN	ABHD10	306	Homo sapiens OX=9606	Palmitoyl-protein thioesterase ABHD10, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	8C(57.0214)		
sp|Q9NUL3|STAU2_HUMAN	Q9NUL3	STAU2_HUMAN	STAU2	570	Homo sapiens OX=9606	Double-stranded RNA-binding protein Staufen homolog 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|Q9NUL7|DDX28_HUMAN	Q9NUL7	DDX28_HUMAN	DDX28	540	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DDX28 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|Q9NUM4|T106B_HUMAN	Q9NUM4	T106B_HUMAN	TMEM106B	274	Homo sapiens OX=9606	Transmembrane protein 106B 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	5C(57.0214), 6C(57.0214), 8C(57.0214)		
sp|Q9NUP9|LIN7C_HUMAN	Q9NUP9	LIN7C_HUMAN	LIN7C	197	Homo sapiens OX=9606	Protein lin-7 homolog C 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	3	1	3	     0	     0	     0	N-term(42.0106)		
sp|Q9NUQ2|PLCE_HUMAN	Q9NUQ2	PLCE_HUMAN	AGPAT5	364	Homo sapiens OX=9606	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	10C(57.0214), 8C(57.0214)		
sp|Q9NUQ6|SPS2L_HUMAN	Q9NUQ6	SPS2L_HUMAN	SPATS2L	558	Homo sapiens OX=9606	SPATS2-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	10	10	10	     0	     0	     0	3C(57.0214), 4C(57.0214), 7C(57.0214)		
sp|Q9NUQ8|ABCF3_HUMAN	Q9NUQ8	ABCF3_HUMAN	ABCF3	709	Homo sapiens OX=9606	ATP-binding cassette sub-family F member 3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9NUQ9|CYRIB_HUMAN	Q9NUQ9	CYRIB_HUMAN	CYRIB	324	Homo sapiens OX=9606	CYFIP-related Rac1 interactor B 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	8	7	8	     0	     0	     0	16C(57.0214), 24C(57.0214)		
sp|Q9NUU7|DD19A_HUMAN	Q9NUU7	DD19A_HUMAN	DDX19A	478	Homo sapiens OX=9606	ATP-dependent RNA helicase DDX19A 	1:Experimental evidence at protein level	1.0000	0.9990	9	2	9	10	2	10	     0	     0	     0	8C(57.0214), N-term(42.0106)		
sp|Q9NV06|DCA13_HUMAN	Q9NV06	DCA13_HUMAN	DCAF13	445	Homo sapiens OX=9606	DDB1- and CUL4-associated factor 13 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	8	8	8	     0	     0	     0	9C(57.0214)		
sp|Q9NV31|IMP3_HUMAN	Q9NV31	IMP3_HUMAN	IMP3	184	Homo sapiens OX=9606	U3 small nucleolar ribonucleoprotein protein IMP3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9NV96|CC50A_HUMAN	Q9NV96	CC50A_HUMAN	TMEM30A	361	Homo sapiens OX=9606	Cell cycle control protein 50A 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	16C(57.0214), N-term(42.0106)		
sp|Q9NVA2|SEP11_HUMAN	Q9NVA2	SEP11_HUMAN	SEPTIN11	429	Homo sapiens OX=9606	Septin-11 	1:Experimental evidence at protein level	1.0000	0.9990	12	7	12	15	7	15	     0	     0	     0	15C(57.0214), N-term(42.0106)		
sp|Q9NVC6|MED17_HUMAN	Q9NVC6	MED17_HUMAN	MED17	651	Homo sapiens OX=9606	Mediator of RNA polymerase II transcription subunit 17 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9NVH1|DJC11_HUMAN	Q9NVH1	DJC11_HUMAN	DNAJC11	559	Homo sapiens OX=9606	DnaJ homolog subfamily C member 11 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	10C(57.0214)		
sp|Q9NVI1|FANCI_HUMAN	Q9NVI1	FANCI_HUMAN	FANCI	1328	Homo sapiens OX=9606	Fanconi anemia group I protein 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	6C(57.0214), 7C(57.0214)		
sp|Q9NVI7|ATD3A_HUMAN	Q9NVI7	ATD3A_HUMAN	ATAD3A	634	Homo sapiens OX=9606	ATPase family AAA domain-containing protein 3A 	1:Experimental evidence at protein level	1.0000	0.9990	12	4	12	12	4	12	     0	     0	     0	N-term(42.0106)		
sp|Q9NVJ2|ARL8B_HUMAN	Q9NVJ2	ARL8B_HUMAN	ARL8B	186	Homo sapiens OX=9606	ADP-ribosylation factor-like protein 8B 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	6	6	3	6	     0	     0	     0	12C(57.0214), 13C(57.0214), 18C(57.0214), 3C(57.0214), 4C(57.0214), 9C(57.0214), N-term(42.0106)		
